"Campaign Name","SourceKey","Owner","Request Status","Campaign Origin","Campaign No","Comments","Status","Campaign Type","IB/NNN","Starting Quarter","Execution Start Date","Execution End Date","Campaign/WBS Code","DAT link for Content","Digital Assets team support","Briefing for DAT","Roles","Industry (MC)","Sub-Industries","Solution Area L1","Solution Area L2","Partner","Region Name (level 2)","Campaign Priority","Creado","SourceListName","SourceID"
"WMC Event March 12th","SouthernEurope-82","To be Assigned","Out of Scope","DCM","CMP-000",,"Executed","In person Event","NNN","2026-Q1","2/24/2026","3/2/2026","CRM-WE26-S4H-EMEA_MWCon",,"Outreach Sequence",,"[""CIO"",""CEO""]","[""High Tech"",""Professional Services""]",,"[""Other""]","[""Others""]",,"CS Türkiye",,"3/9/2026 11:48 AM","Southern Europe","82"
"HEALTHCARE (HOSPITALS & CLINICS)","UKI-65","Mai","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","3/5/2026",,"CRM-WE26-S4H-HLTCR_HC","https://www.canva.com/design/DAHDpzrKGWA/YBLzsz6XHy8gIPYypT_SLA/view?utm_content=DAHDpzrKGWA&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=hf8401eed28","One Pager",,"[""CIO"",""CFO"",""CEO"",""COO""]","[""Healthcare""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 2","3/10/2026 8:58 AM","UKI","65"
"HIGHER EDUCATION (SCHOOLS & UNI)","UKI-67","Mai","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","3/5/2026",,"CRM-WE26-S4H-HGHED_SU","https://www.canva.com/design/DAHC_9RlKuw/yqGKFweaRM1EU0ZzfR5NUQ/view?utm_content=DAHC_9RlKuw&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=hdbc62a1d47","Premium Campaign Package",,"[""CIO"",""CFO"",""CEO"",""COO""]","[""Higher Education and Research""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 2","3/10/2026 8:58 AM","UKI","67"
"HIGHER EDUCATION (RESEARCH ) + FUNDING","UKI-66","Mai","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","3/5/2026",,"CRM-WE25-S4H-UK06_BHNR ","https://www.canva.com/design/DAHC_9RlKuw/yqGKFweaRM1EU0ZzfR5NUQ/view?utm_content=DAHC_9RlKuw&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=hdbc62a1d47","Premium Campaign Package",,"[""CIO"",""CFO"",""CEO"",""COO""]","[""Higher Education and Research""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/10/2026 8:58 AM","UKI","66"
"EMEA - NL - Stephanie - Dutch- Media, Sports and Entertainment, Telecommunications - Q126","BeNeLux-77","To be Assigned","Requested","SDE","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1","3/5/2026","4/16/2026","CRM-WE26-S4H-NE_RoosSW","I would like to request a one pager. And a sequence please. ","Outreach Sequence",,"[""CIO"",""CEO"",""CFO"",""COO"",""CMO"",""CSO"",""CPO""]","[""Retail"",""Consumer Products"",""Wholesale Distribution""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS BeNeLux","Priority 1","3/10/2026 12:02 PM","BeNeLux","77"
"EMEA - NL - Stephanie - Dutch - Utilities, Oil, Gas & Energy - Q126","BeNeLux-78","To be Assigned","Requested","SDE","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1","3/5/2026","4/16/2026","CRM-WE26-S4H-NE_RoosSW","I would like to request a one pager. And a sequence please.  For both industries.","One Pager",,"[""CIO"",""CEO"",""CFO"",""COO"",""CMO"",""CSO"",""CPO""]","[""Utilities"",""Oil, Gas, and Energy""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS BeNeLux","Priority 1","3/10/2026 12:24 PM","BeNeLux","78"
"EMEA - NL - Stephanie - ENG - Utilities, Oil, Gas & Energy - Q126","BeNeLux-79","To be Assigned","Requested","SDE","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1","3/5/2026","4/16/2026","CRM-WE26-S4H-NE_RoosSW","I would like to request a one pager. And a sequence please. For both industries.","One Pager",,"[""CIO"",""CEO"",""CFO"",""COO"",""CMO"",""CSO"",""CPO""]","[""Utilities"",""Oil, Gas, and Energy""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS BeNeLux","Priority 1","3/10/2026 12:26 PM","BeNeLux","79"
"EMEA - NL - Stephanie - ENG - Media, Sports and Entertainment, Telecommunications - Q126","BeNeLux-80","To be Assigned","Requested","SDE","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1","3/5/2026","4/16/2026","CRM-WE26-S4H-NE_RoosSW","I would like to request a one pager. And a sequence please. ","Outreach Sequence",,"[""CIO"",""CEO"",""CFO"",""COO"",""CMO"",""CSO"",""CPO""]","[""Retail"",""Consumer Products"",""Wholesale Distribution""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS BeNeLux","Priority 1","3/10/2026 1:51 PM","BeNeLux","80"
"EMEA - NL - Stephanie - ENG - Prof Serv - Q126","BeNeLux-82","To be Assigned","Requested","SDE","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1","3/5/2026","4/16/2026","CRM-WE26-S4H-NE_RoosSW","I would like to request a one pager. And a sequence please. ","Outreach Sequence",,"[""CIO"",""CEO"",""CFO"",""COO"",""CMO"",""CSO"",""CPO""]","[""Retail"",""Consumer Products"",""Wholesale Distribution""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS BeNeLux","Priority 1","3/10/2026 1:55 PM","BeNeLux","82"
"EMEA - NL - Stephanie - ENG - Chemicals - Q126","BeNeLux-84","To be Assigned","Requested","SDE","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1","3/5/2026","4/16/2026","CRM-WE26-S4H-NE_RoosSW","I would like to request a one pager. And a sequence please. ","Outreach Sequence",,"[""CIO"",""CEO"",""CFO"",""COO"",""CMO"",""CSO"",""CPO""]","[""Retail"",""Consumer Products"",""Wholesale Distribution""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS BeNeLux","Priority 1","3/10/2026 2:09 PM","BeNeLux","84"
"EMEA - BE - Mathijs - Infor LN Attack - Q126","BeNeLux-86","Mai","Completed","DCM","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1","1/15/2026",,"CRM-WE26-S4H-BENELUX_LN","https://www.canva.com/design/DAG-9T79eGE/PyB_ZQxYaZO3zYnm1L0DkQ/view?utm_content=DAG-9T79eGE&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h7fa18f9741#1","One Pager",,"[""CIO""]","[""Cross Industry""]",,"[""Finance and Spend Management"",""SAP Business Suite Cross""]","[""S/4HANA Finance"",""S/4HANA Private""]",,"CS BeNeLux",,"3/10/2026 5:33 PM","BeNeLux","86"
"EMEA - BE - Anton - Infor LN Attack - Q126","BeNeLux-89","Mai","Completed","DCM","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1","1/15/2026",,"CRM-WE26-S4H-BENELUX_LN","https://www.canva.com/design/DAG-9T79eGE/PyB_ZQxYaZO3zYnm1L0DkQ/view?utm_content=DAG-9T79eGE&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h7fa18f9741#1","One Pager",,"[""CIO""]","[""Cross Industry""]",,"[""Finance and Spend Management"",""SAP Business Suite Cross""]","[""S/4HANA Finance"",""S/4HANA Private""]",,"CS BeNeLux",,"3/11/2026 5:12 PM","BeNeLux","89"
"Visma-Competitive Attack-NL-Q425","BeNeLux-1","To be Assigned","Requested","DCM","CMP-000",,"Delayed","Outreach Campaign","NNN","2026-Q1","12/10/2025",,"
CRM-WE26-S4H-NL01_CaV",,"Premium Campaign Package",,"[""CIO"",""CFO""]","[""Cross Industry""]",,"[""Finance and Spend Management"",""SAP Business Suite Cross""]","[""S/4HANA Finance"",""S/4HANA Private""]",,"CS BeNeLux",,"3/19/2026 12:27 PM","BeNeLux","1"
"AGRIBUSINESS","UKI-80","To be Assigned","Requested","DCM","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-S4H-IE01_AGRI",,"Premium Campaign Package",,"[""CIO""]","[""Agribusiness""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/24/2026 3:10 PM","UKI","80"
"AUTOMOTIVE (DEALERS) + GROWTH","UKI-64","Mai","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE25-S4H-UK06_BHNR ","https://www.canva.com/design/DAHBlyPnfPQ/Lq46DEAztfe4aHS1Jct66g/view?utm_content=DAHBlyPnfPQ&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=ha0a6e9e628","One Pager",,"[""CIO"",""CFO"",""CEO"",""COO""]","[""Automotive""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/24/2026 4:29 PM","UKI","64"
"IMC (MACHINERY & EQUIPMENT)","UKI-69","Mai","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-S4H-IMC_ME","https://www.canva.com/design/DAHE4BPhJr0/ca5ho0RBEp1GX_B8efLM6g/view?utm_content=DAHE4BPhJr0&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=hd79717bed0","One Pager",,"[""CIO"",""CFO"",""COO"",""CEO""]","[""Industrial Manufacturing""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/24/2026 5:08 PM","UKI","69"
"IMC (AUTO & CONTROL)","UKI-68","Mai","Completed","DCM","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-S4H-IMC_AC","https://www.canva.com/design/DAHFDsgR68U/CuGfioqcOOTwbHvzJZ39Hg/view?utm_content=DAHFDsgR68U&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h01336a13d2","Premium Campaign Package",,"[""CIO"",""CFO"",""COO"",""CEO""]","[""Industrial Manufacturing""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 2","3/26/2026 4:12 PM","UKI","68"
"TBC- CROSS Ind. HCM NON-CRM Above 500 with Vesa","SouthernEurope-48","To be Assigned","Waiting for feedback","DCM","CMP-000","TBC- Make new proposal after GTM is set.","Committed","Outreach Campaign","NNN","2026-Q1","4/1/2026","4/30/2026","CRM-WE26-HXM-TRABOVE500","https://www.canva.com/design/DAHCV6glUhI/0urdcbqlB9mO4fP-VpHQxA/view?utm_content=DAHCV6glUhI&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=hd0a7bb1fd1","One Pager",,"[""CHRO""]","[""Industrial Manufacturing"",""Consumer Products"",""Mill Products and Mining"",""Agribusiness""]",,"[""Human Capital Management""]","[""SuccessFactors Cross"",""Core HR and Payroll public""]","VESA","CS Türkiye","Priority 3","4/2/2026 2:34 PM","Southern Europe","48"
"TBC- CROSS Ind. HCM NON-CRM 200-500 with Vesa","SouthernEurope-47","To be Assigned","Waiting for feedback","DCM","CMP-000","TBC- Make new proposal after GTM is set.
","Delayed","Outreach Campaign","NNN","2026-Q1","4/1/2026","4/30/2026","CRM-WE26-HXM-TR200_500","https://www.canva.com/design/DAHCV6glUhI/0urdcbqlB9mO4fP-VpHQxA/view?utm_content=DAHCV6glUhI&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=hd0a7bb1fd1","One Pager",,"[""CHRO""]","[""Industrial Manufacturing"",""Consumer Products"",""Mill Products and Mining"",""Agribusiness""]",,"[""Human Capital Management""]","[""SuccessFactors Cross"",""Core HR and Payroll public""]","VESA","CS Türkiye","Priority 3","4/2/2026 2:34 PM","Southern Europe","47"
"CPG","UKI-83","To be Assigned","Requested","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-S4H-IE01_CPG",,"Premium Campaign Package",,"[""CIO""]","[""Consumer Products""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","4/7/2026 10:37 AM","UKI","83"
"NNN Cloud ERP (S/4 Finance)","MEANorth-2","To be Assigned","Requested","DCM","CMP-000",,"Planned","Teleprospecting","NNN","2026-Q1","3/18/2026","6/30/2026","CRM-WE26-S4H-MEAN03_CI",,"One Pager",,"[""CFO"",""CIO""]","[""Banking"",""Insurance"",""Industrial Manufacturing"",""Professional Services"",""Retail""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance"",""Finance and Q2C public""]",,"CS MEA North",,"4/14/2026 4:06 PM","MEA North","2"
"Volumen PS PS-Finance Non_C-level   Bea-Alex","Spain-141","To be Assigned","No action needed","SDE","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","3/3/2026","3/24/2026","CRM-WE26-ISM-AG_PS_VBA",,"Outreach Sequence",,"[""Otros FIananzas"",""Otros IT"",""CSO"",""CMO"",""CPO""]","[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","4/15/2026 2:11 PM","Spain","141"
"BASHO CAMPAIGN CATALINA","Spain-149","Re-used Content","Completed","DCM","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","1/1/2026","3/31/2026","CRM-WE26-ISM-JP_CY_BCC -- S/4HANA FINANCE Q4-01","https://web.outreach.io/sequences/70416/settings","Outreach Sequence",,"[""CFO"",""CEO"",""CIO""]","[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","4/16/2026 11:37 AM","Spain","149"
"IB Greenfield Transformation","MEANorth-1","To be Assigned","Requested","DCM","CMP-000",,"Planned","Outreach Campaign","IB","2026-Q1","3/8/2026","3/31/2026","CRM-WX26-ISM-EG02_IBTRS",,"Outreach Sequence",,"[""CFO"",""CEO""]","[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance"",""Finance and Q2C public""]",,"CS MEA North","Priority 1","4/16/2026 11:47 AM","MEA North","1"
"Financial Services Campaign in Namibia","MEASouth-3","To be Assigned","Requested","DCM","CMP-000","230 Accounts have been identified for a Financial Services Campaign in Namibia for Q1FY26. These are all NNN and Accounts in CRM and Non-CRM across Namibia in Southern Africa.","Planned","Outreach Campaign","NNN","2026-Q1","1/18/2026","2/20/2026","CRM-WE26-S4H-MEAS_WOW_N","https://canva.link/cl4njefdimvlhe7","One Pager",,"[""CIO"",""CFO"",""CEO""]","[""Banking"",""Insurance""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS MEA South","Priority 2","4/20/2026 2:41 PM","MEA South","3"
"Regional Blitz Day (8-9 Marzo)","Italy-63","Re-used Content","Completed","DCM",,"partecipa Syskoplan reply
","Executed","Outreach Campaign","NNN","2026-Q1","2/23/2026","3/13/2026","CRM-WX26-SUP-BL_EMEA_R","blitz one pager","One Pager",,"[""CIO"",""CEO"",""CFO""]","[""Cross Industry""]",,"[""SAP Business Suite Cross""]","[""S/4HANA Private"",""S/4HANA Finance""]","Syskoplan Reply, Allos","CS Italy","Priority 1","4/20/2026 4:23 PM","Italy","63"
"Calculadora","Spain-222","Jesus","Completed","DCM","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","6/8/2026","6/26/2026","CRM-WE26-ISM-JP_CA_CA","https://web.outreach.io/sequences/74899/overview","Outreach Sequence",,"[""CFO"",""CEO"",""CIO""]","[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","4/23/2026 12:08 PM","Spain","222"
"Calculadora","Spain-225","Jesus","Completed","DCM","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","6/8/2026","6/26/2026","CRM-WE26-ISM-JP_CA_PA","https://web.outreach.io/sequences/74899/overview","Outreach Sequence",,"[""CFO"",""CEO"",""CIO""]","[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","4/23/2026 12:19 PM","Spain","225"
"Volumen PS_IT Non_C-level Bea-Alex","Spain-155","To be Assigned","No action needed","SDE","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","3/16/2026","4/9/2026","CRM-WE26-ISM-AG_V_PS_I -- S/4HANA FINANCE Q4-01",,"Outreach Sequence",,"[""Otros IT""]","[""Professional Services""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","4/29/2026 9:50 AM","Spain","155"
"Hospitality non c-level Alex-Jody","Spain-154","To be Assigned","No action needed","SDE","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","3/24/2026","4/24/2026","CRM-WE26-ISM-AG_H_N_CL -- S/4HANA FINANCE Q4-01",,"Outreach Sequence",,"[""CFO""]","[""Travel and Transportation""]","[""Hospitality""]","[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","4/29/2026 9:53 AM","Spain","154"
"Follow up Contenido Foro Nacional Transporte","Spain-157","To be Assigned","No action needed","SDE","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","3/24/2026","4/7/2026","CRM-WE26-ISM-AG_FU_CFN -- S/4HANA FINANCE Q4-01",,"Outreach Sequence",,"[""CFO"",""CIO"",""CEO"",""COO""]","[""Travel and Transportation""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","4/29/2026 9:53 AM","Spain","157"
"Opps REQ - PD","Spain-112","To be Assigned","Requested","DCM","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","2/2/2026","3/31/2026","CRM-WE26-ISM-JPReqopp",,"Outreach Sequence",,"[""CFO"",""CEO"",""CIO""]","[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","5/12/2026 11:06 AM","Spain","112"
"VC-PAYROLL","Spain-287","To be Assigned","Requested","DCM","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","1/12/2026","2/27/2026","CRM-WE26-ISM-JPVC_P_PA",,"Outreach Sequence",,"[""CFO""]","[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","5/12/2026 5:41 PM","Spain","287"
"ERP/DRC-Domestic 25%INF","Spain-288","To be Assigned","No action needed","DCM","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","1/12/2026","2/27/2026","CRM-WE26-ISM-JPERPDO_PA",,"Outreach Sequence",,"[""CFO""]","[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","5/13/2026 5:16 PM","Spain","288"
"Daniel - KPS, Cross Industries (Period 6)","Nordics-63","To be Assigned","Requested","DCM","CMP-000","Partner campaign focus on Retail ","Committed","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-ISM-DK03_RETAL ",,"One Pager",,"[""CIO"",""CFO"",""CEO""]","[""Retail""]",,"[""Cross and Corporate Areas"",""Finance and Spend Management""]","[""Finance and Q2C public""]","KPS","CS Nordic",,"5/18/2026 4:57 PM","Nordics","63"
"ERP - Life Science","Spain-95","To be Assigned","Requested","DCM","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","1/12/2026","2/27/2026","CRM-WE26-ISM-JPLS",,"Outreach Sequence",,"[""CFO"",""CEO""]","[""Cross Industry"",""Life Sciences""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","5/19/2026 12:11 PM","Spain","95"
"ERP Generic","Spain-64","To be Assigned","Requested","DCM","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","1/12/2026","2/27/2026","CRM-WE26-ISM-JPSUB",,"Outreach Sequence",,"[""CEO"",""CFO""]","[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","5/19/2026 12:11 PM","Spain","64"
"Retail Forum","Spain-135","To be Assigned","Requested","DCM","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","1/12/2026","2/27/2026","CRM-WE26-ISM-JP_RetailF",,"Outreach Sequence",,"[""CFO"",""CEO""]","[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","5/19/2026 8:15 PM","Spain","135"
"Stratesys Brecha Salarial","Spain-129","To be Assigned","Requested","SDE","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","2/12/2026","2/19/2026","CRM-WE26-ISM-AG_SBS",,"Outreach Sequence",,"[""CHRO""]","[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]","Stratesys","CS Southern Europe","Priority 1","5/19/2026 8:15 PM","Spain","129"
"Volumen Banca non c-levels Bea-Alex","Spain-140","To be Assigned","Requested","SDE","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","3/3/2026","3/19/2026","CRM-WE26-ISM-AGVBNC",,"Outreach Sequence",,"[""Otros FIananzas"",""Otros IT"",""CSO"",""CMO""]","[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","5/19/2026 8:15 PM","Spain","140"
"Seidor - ECO - Webinar","Spain-152","To be Assigned","Requested","Sales","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","3/9/2026","4/8/2026","CRM-WE26-ISM-Seidor_Web",,"Outreach Sequence",,"[""Otros IT""]","[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","5/19/2026 8:15 PM","Spain","152"
"Verifactu - Hightech","Spain-139","To be Assigned","Requested","SDE","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","1/12/2026","2/27/2026","CRM-WE26-ISM-IVV_H",,"Outreach Sequence",,"[""CFO""]","[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","5/19/2026 8:15 PM","Spain","139"
"Opps REQ - PD","Spain-110","To be Assigned","Requested","DCM","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","2/2/2026","3/31/2026","CRM-WE26-ISM-JPReqopp",,"Outreach Sequence",,"[""CFO"",""CIO"",""CEO""]","[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","5/19/2026 8:16 PM","Spain","110"
"Opps REQ - PD","Spain-111","To be Assigned","Requested","DCM","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","2/2/2026","3/31/2026","CRM-WE26-ISM-JPReqopp",,"Outreach Sequence",,"[""CFO"",""CEO"",""CIO""]","[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","5/19/2026 8:16 PM","Spain","111"
"Nutrición Animal- ERP","Spain-108","To be Assigned","Requested","SDE","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","1/22/2026","2/27/2026","CRM-WE26-ISM-PS_NA",,"Outreach Sequence",,"[""CFO""]","[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","5/19/2026 8:16 PM","Spain","108"
"Move Onpremise","Spain-146","To be Assigned","Requested","SDE","CMP-000",,,"Outreach Campaign","IB","2026-Q1","1/12/2026","2/27/2026","CRM-WE26-ISM-ML_MO",,"Outreach Sequence",,"[""CFO""]","[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","5/19/2026 8:16 PM","Spain","146"
"Ley Crea y Crece Transportes","Spain-137","To be Assigned","Requested","SDE","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","1/12/2026","2/27/2026","CRM-WE26-ISM-IV_LCCT",,"Outreach Sequence",,"[""CFO"",""CEO""]","[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","5/19/2026 8:17 PM","Spain","137"
"LoB Cloud Accounts","Spain-147","To be Assigned","Requested","SDE","CMP-000",,,"Outreach Campaign","IB","2026-Q1","1/12/2026","2/27/2026","CRM-WE26-ISM-ML_LCA",,"Outreach Sequence",,"[""CFO""]","[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","5/19/2026 8:17 PM","Spain","147"
"Feria del Transporte","Spain-133","To be Assigned","Requested","SDE","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","2/20/2026","3/2/2026","CRM-WE26-ISM-AG_FT",,"Outreach Sequence",,"[""CFO"",""CIO"",""CEO""]","[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","5/19/2026 8:18 PM","Spain","133"
"Facturación electrónica Retail","Spain-138","To be Assigned","Requested","SDE","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","1/12/2026","2/27/2026","CRM-WE26-ISM-IV_FER",,"Outreach Sequence",,"[""CFO""]","[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","5/19/2026 8:18 PM","Spain","138"
"ERP < 30M Gen CRM y NO CRM","Spain-105","To be Assigned","Requested","DCM","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","1/12/2026","2/27/2026","CRM-WE26-ISM-JPSUB",,"Outreach Sequence",,"[""CFO"",""CEO""]","[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","5/19/2026 8:18 PM","Spain","105"
"ERP - T&T: Transporte y Servicios Logísticos","Spain-36","To be Assigned","Requested","DCM","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","1/12/2026","2/27/2026","CRM-WE26-ISM-ES01_TAT",,"Outreach Sequence",,"[""CFO"",""CEO""]","[""Travel and Transportation""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","5/19/2026 8:18 PM","Spain","36"
"ERP - QPPS: WD - High Tech and Electronics","Spain-40","To be Assigned","Requested","DCM","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","1/22/2026","2/16/2026","CRM-WE26-ISM-JPPKGHT",,"Outreach Sequence",,"[""CFO""]","[""Wholesale Distribution""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","5/19/2026 8:19 PM","Spain","40"
"ERP - T&T: Transporte y Servicios Logísticos","Spain-92","To be Assigned","Requested","DCM","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","3/1/2026","3/31/2026","CRM-WE26-ISM-ES01_TAT",,"Outreach Sequence",,"[""COO"",""Otros FIananzas"",""Otros IT""]","[""Cross Industry"",""Travel and Transportation""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","5/19/2026 8:19 PM","Spain","92"
"ERP - QPPS: T&T - Hospitality","Spain-35","To be Assigned","Requested","DCM","CMP-000",,,"Outreach Campaign","NNN","2026-Q1","1/12/2026","2/27/2026","CRM-WE26-ISM-ES01_HOS",,"Outreach Sequence",,"[""CFO"",""CEO""]","[""Travel and Transportation""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS Southern Europe","Priority 1","5/19/2026 8:19 PM","Spain","35"
